field_1,field_2,field_3
545840.000000,4054506.000000,50493.000000
545840.000000,4054504.000000,50505.000000
545840.000000,4054501.000000,50498.000000
545840.000000,4054499.000000,50492.000000
545840.000000,4054497.000000,50495.000000
545840.000000,4054494.000000,50493.000000
545840.000000,4054492.000000,50498.000000
545839.000000,4054489.000000,50499.000000
545838.000000,4054487.000000,50493.000000
545838.000000,4054485.000000,50494.000000
545839.000000,4054482.000000,50500.000000
545839.000000,4054480.000000,50501.000000
545839.000000,4054478.000000,50504.000000
545840.000000,4054475.000000,50507.000000
545841.000000,4054473.000000,50505.000000
545841.000000,4054470.000000,50504.000000
545842.000000,4054468.000000,50499.000000
545842.000000,4054466.000000,50496.000000
545842.000000,4054464.000000,50496.000000
545842.000000,4054461.000000,50504.000000
545842.000000,4054459.000000,50506.000000
545841.000000,4054456.000000,50508.000000
545842.000000,4054454.000000,50483.000000
545842.000000,4054451.000000,50510.000000
545841.000000,4054449.000000,50509.000000
545841.000000,4054447.000000,50506.000000
545841.000000,4054444.000000,50480.000000
545841.000000,4054442.000000,50519.000000
545841.000000,4054440.000000,50501.000000
545841.000000,4054437.000000,50504.000000
545842.000000,4054435.000000,50504.000000
545842.000000,4054433.000000,50503.000000
545843.000000,4054431.000000,50501.000000
545843.000000,4054429.000000,50514.000000
545843.000000,4054426.000000,50504.000000
545843.000000,4054424.000000,50517.000000
545842.000000,4054421.000000,50510.000000
545841.000000,4054419.000000,50508.000000
545841.000000,4054417.000000,50498.000000
545841.000000,4054415.000000,50502.000000
545841.000000,4054412.000000,50513.000000
545841.000000,4054410.000000,50506.000000
545840.000000,4054408.000000,50499.000000
545840.000000,4054405.000000,50509.000000
545841.000000,4054403.000000,50497.000000
545841.000000,4054400.000000,50505.000000
545841.000000,4054398.000000,50511.000000
545840.000000,4054395.000000,50503.000000
545840.000000,4054393.000000,50502.000000
545839.000000,4054390.000000,50516.000000
545840.000000,4054388.000000,50511.000000
545839.000000,4054386.000000,50510.000000
545839.000000,4054383.000000,50506.000000
545839.000000,4054381.000000,50520.000000
545839.000000,4054379.000000,50510.000000
545839.000000,4054376.000000,50510.000000
545839.000000,4054374.000000,50513.000000
545839.000000,4054371.000000,50511.000000
545839.000000,4054369.000000,50500.000000
545838.000000,4054367.000000,50504.000000
545839.000000,4054364.000000,50504.000000
545839.000000,4054362.000000,50506.000000
545839.000000,4054359.000000,50505.000000
545839.000000,4054357.000000,50508.000000
545839.000000,4054355.000000,50510.000000
545838.000000,4054352.000000,50506.000000
545838.000000,4054350.000000,50509.000000
545838.000000,4054347.000000,50508.000000
545838.000000,4054345.000000,50507.000000
545838.000000,4054342.000000,50511.000000
545838.000000,4054340.000000,50509.000000
545839.000000,4054338.000000,50510.000000
545839.000000,4054335.000000,50518.000000
545839.000000,4054333.000000,50519.000000
545839.000000,4054330.000000,50517.000000
545840.000000,4054328.000000,50518.000000
545840.000000,4054326.000000,50519.000000
545840.000000,4054323.000000,50506.000000
545840.000000,4054321.000000,50519.000000
545840.000000,4054318.000000,50521.000000
545840.000000,4054316.000000,50517.000000
545840.000000,4054314.000000,50514.000000
545840.000000,4054311.000000,50513.000000
545840.000000,4054309.000000,50513.000000
545840.000000,4054306.000000,50510.000000
545840.000000,4054304.000000,50510.000000
545840.000000,4054301.000000,50517.000000
545839.000000,4054299.000000,50517.000000
545839.000000,4054296.000000,50509.000000
545839.000000,4054294.000000,50514.000000
545840.000000,4054292.000000,50511.000000
545840.000000,4054290.000000,50505.000000
545840.000000,4054287.000000,50503.000000
545841.000000,4054285.000000,50509.000000
545841.000000,4054282.000000,50506.000000
545841.000000,4054280.000000,50516.000000
545841.000000,4054277.000000,50509.000000
545841.000000,4054275.000000,50515.000000
545841.000000,4054273.000000,50515.000000
545840.000000,4054270.000000,50516.000000
545840.000000,4054268.000000,50516.000000
545840.000000,4054265.000000,50523.000000
545840.000000,4054263.000000,50519.000000
545840.000000,4054261.000000,50520.000000
545840.000000,4054259.000000,50515.000000
545840.000000,4054256.000000,50523.000000
545840.000000,4054254.000000,50520.000000
545841.000000,4054251.000000,50526.000000
545841.000000,4054249.000000,50517.000000
545841.000000,4054246.000000,50517.000000
545841.000000,4054244.000000,50522.000000
545841.000000,4054241.000000,50521.000000
545841.000000,4054239.000000,50525.000000
545841.000000,4054236.000000,50512.000000
545841.000000,4054234.000000,50531.000000
545840.000000,4054232.000000,50529.000000
545840.000000,4054229.000000,50523.000000
545840.000000,4054227.000000,50523.000000
545840.000000,4054224.000000,50518.000000
545840.000000,4054222.000000,50524.000000
545840.000000,4054219.000000,50524.000000
545840.000000,4054217.000000,50526.000000
545840.000000,4054214.000000,50528.000000
545839.000000,4054212.000000,50529.000000
545840.000000,4054210.000000,50533.000000
545840.000000,4054207.000000,50532.000000
545840.000000,4054205.000000,50524.000000
545841.000000,4054202.000000,50540.000000
545841.000000,4054200.000000,50508.000000
545842.000000,4054198.000000,50518.000000
545842.000000,4054195.000000,50523.000000
545842.000000,4054193.000000,50537.000000
545841.000000,4054191.000000,50522.000000
545841.000000,4054188.000000,50517.000000
545840.000000,4054186.000000,50517.000000
545839.000000,4054184.000000,50518.000000
545839.000000,4054181.000000,50525.000000
545839.000000,4054179.000000,50515.000000
545839.000000,4054177.000000,50519.000000
545839.000000,4054174.000000,50524.000000
545839.000000,4054172.000000,50528.000000
545839.000000,4054169.000000,50518.000000
545839.000000,4054167.000000,50530.000000
545840.000000,4054165.000000,50525.000000
545840.000000,4054162.000000,50526.000000
545840.000000,4054160.000000,50525.000000
545840.000000,4054157.000000,50527.000000
545840.000000,4054155.000000,50519.000000
545840.000000,4054152.000000,50513.000000
545839.000000,4054150.000000,50523.000000
545840.000000,4054147.000000,50527.000000
545840.000000,4054145.000000,50526.000000
545840.000000,4054142.000000,50524.000000
545840.000000,4054140.000000,50522.000000
545840.000000,4054137.000000,50523.000000
545841.000000,4054135.000000,50533.000000
545841.000000,4054132.000000,50538.000000
545841.000000,4054130.000000,50545.000000
545841.000000,4054127.000000,50540.000000
545841.000000,4054124.000000,50545.000000
545841.000000,4054122.000000,50545.000000
545841.000000,4054119.000000,50537.000000
545841.000000,4054117.000000,50541.000000
545840.000000,4054115.000000,50539.000000
545840.000000,4054112.000000,50536.000000
545840.000000,4054110.000000,50537.000000
545840.000000,4054107.000000,50543.000000
545840.000000,4054105.000000,50540.000000
545839.000000,4054103.000000,50535.000000
545839.000000,4054100.000000,50544.000000
545839.000000,4054098.000000,50546.000000
545839.000000,4054095.000000,50550.000000
545839.000000,4054093.000000,50551.000000
545840.000000,4054090.000000,50552.000000
545839.000000,4054088.000000,50546.000000
545839.000000,4054085.000000,50545.000000
545839.000000,4054083.000000,50547.000000
545839.000000,4054080.000000,50546.000000
545840.000000,4054078.000000,50546.000000
545840.000000,4054076.000000,50549.000000
545840.000000,4054073.000000,50552.000000
545840.000000,4054071.000000,50549.000000
545840.000000,4054068.000000,50548.000000
545840.000000,4054066.000000,50549.000000
545839.000000,4054063.000000,50545.000000
545840.000000,4054061.000000,50546.000000
545839.000000,4054059.000000,50550.000000
545839.000000,4054057.000000,50553.000000
545839.000000,4054054.000000,50557.000000
545839.000000,4054052.000000,50560.000000
545839.000000,4054050.000000,50557.000000
545839.000000,4054047.000000,50554.000000
545839.000000,4054045.000000,50557.000000
545839.000000,4054042.000000,50557.000000
545838.000000,4054040.000000,50558.000000
545839.000000,4054037.000000,50543.000000
545839.000000,4054035.000000,50550.000000
545838.000000,4054033.000000,50554.000000
545837.000000,4054031.000000,50556.000000
545837.000000,4054028.000000,50555.000000
545836.000000,4054026.000000,50562.000000
545836.000000,4054023.000000,50556.000000
545836.000000,4054021.000000,50546.000000
545836.000000,4054018.000000,50570.000000
545835.000000,4054016.000000,50604.000000
545835.000000,4054013.000000,50582.000000
545836.000000,4054011.000000,50571.000000
545836.000000,4054009.000000,50566.000000
545835.000000,4054006.000000,50571.000000
545836.000000,4054004.000000,50578.000000
545836.000000,4054001.000000,50559.000000
545837.000000,4053999.000000,50567.000000
545837.000000,4053997.000000,50566.000000
545837.000000,4053994.000000,50567.000000
545837.000000,4053992.000000,50564.000000
545837.000000,4053989.000000,50565.000000
545838.000000,4053987.000000,50565.000000
545838.000000,4053984.000000,50563.000000
545837.000000,4053982.000000,50566.000000
545837.000000,4053980.000000,50571.000000
545837.000000,4053977.000000,50573.000000
545837.000000,4053975.000000,50570.000000
545837.000000,4053972.000000,50568.000000
545837.000000,4053970.000000,50573.000000
545836.000000,4053968.000000,50572.000000
545836.000000,4053965.000000,50556.000000
545836.000000,4053962.000000,50607.000000
545836.000000,4053960.000000,50561.000000
545836.000000,4053958.000000,50574.000000
545836.000000,4053955.000000,50572.000000
545836.000000,4053952.000000,50572.000000
545835.000000,4053950.000000,50570.000000
545835.000000,4053947.000000,50565.000000
545835.000000,4053945.000000,50567.000000
545836.000000,4053942.000000,50570.000000
545837.000000,4053939.000000,50573.000000
545837.000000,4053937.000000,50578.000000
545836.000000,4053935.000000,50580.000000
545836.000000,4053932.000000,50577.000000
545837.000000,4053930.000000,50584.000000
545838.000000,4053927.000000,50580.000000
545838.000000,4053925.000000,50585.000000
545838.000000,4053922.000000,50581.000000
545838.000000,4053920.000000,50582.000000
545838.000000,4053917.000000,50588.000000
545838.000000,4053915.000000,50580.000000
545838.000000,4053912.000000,50585.000000
545838.000000,4053909.000000,50595.000000
545838.000000,4053907.000000,50587.000000
545838.000000,4053904.000000,50589.000000
545838.000000,4053902.000000,50590.000000
545838.000000,4053899.000000,50589.000000
545837.000000,4053897.000000,50583.000000
545837.000000,4053894.000000,50589.000000
545838.000000,4053892.000000,50587.000000
545838.000000,4053889.000000,50590.000000
545838.000000,4053887.000000,50587.000000
545838.000000,4053884.000000,50585.000000
545838.000000,4053882.000000,50581.000000
545838.000000,4053880.000000,50586.000000
545838.000000,4053877.000000,50574.000000
545838.000000,4053875.000000,50576.000000
545838.000000,4053872.000000,50572.000000
545837.000000,4053870.000000,50579.000000
545838.000000,4053868.000000,50578.000000
545838.000000,4053865.000000,50579.000000
545837.000000,4053863.000000,50589.000000
545837.000000,4053860.000000,50582.000000
545837.000000,4053858.000000,50581.000000
545837.000000,4053855.000000,50583.000000
545837.000000,4053853.000000,50579.000000
545837.000000,4053850.000000,50579.000000
545837.000000,4053848.000000,50580.000000
546094.000000,4053848.000000,50571.000000
546095.000000,4053851.000000,50568.000000
546095.000000,4053853.000000,50566.000000
546095.000000,4053856.000000,50562.000000
546095.000000,4053858.000000,50555.000000
546095.000000,4053861.000000,50571.000000
546095.000000,4053863.000000,50569.000000
546096.000000,4053865.000000,50580.000000
546096.000000,4053868.000000,50571.000000
546097.000000,4053870.000000,50570.000000
546097.000000,4053873.000000,50568.000000
546097.000000,4053875.000000,50566.000000
546097.000000,4053877.000000,50572.000000
546097.000000,4053880.000000,50560.000000
546096.000000,4053883.000000,50570.000000
546096.000000,4053885.000000,50567.000000
546097.000000,4053887.000000,50562.000000
546097.000000,4053890.000000,50550.000000
546097.000000,4053892.000000,50564.000000
546098.000000,4053895.000000,50564.000000
546098.000000,4053898.000000,50559.000000
546097.000000,4053900.000000,50559.000000
546097.000000,4053903.000000,50558.000000
546097.000000,4053905.000000,50561.000000
546097.000000,4053908.000000,50562.000000
546097.000000,4053910.000000,50566.000000
546098.000000,4053913.000000,50572.000000
546097.000000,4053915.000000,50564.000000
546097.000000,4053918.000000,50561.000000
546097.000000,4053921.000000,50563.000000
546096.000000,4053923.000000,50561.000000
546096.000000,4053926.000000,50568.000000
546096.000000,4053928.000000,50575.000000
546096.000000,4053931.000000,50573.000000
546095.000000,4053933.000000,50559.000000
546093.000000,4053936.000000,50565.000000
546096.000000,4053941.000000,50562.000000
546095.000000,4053943.000000,50562.000000
546096.000000,4053945.000000,50565.000000
546096.000000,4053948.000000,50565.000000
546096.000000,4053950.000000,50558.000000
546096.000000,4053953.000000,50561.000000
546096.000000,4053955.000000,50564.000000
546095.000000,4053958.000000,50560.000000
546095.000000,4053960.000000,50561.000000
546095.000000,4053963.000000,50560.000000
546095.000000,4053965.000000,50558.000000
546095.000000,4053968.000000,50562.000000
546095.000000,4053970.000000,50558.000000
546095.000000,4053973.000000,50554.000000
546095.000000,4053976.000000,50548.000000
546095.000000,4053978.000000,50558.000000
546095.000000,4053980.000000,50565.000000
546095.000000,4053983.000000,50559.000000
546094.000000,4053984.000000,50560.000000
546094.000000,4053984.000000,50560.000000
546091.000000,4053985.000000,50557.000000
546089.000000,4053985.000000,50558.000000
546086.000000,4053985.000000,50559.000000
546084.000000,4053984.000000,50569.000000
546081.000000,4053985.000000,50569.000000
546079.000000,4053985.000000,50568.000000
546076.000000,4053986.000000,50565.000000
546074.000000,4053986.000000,50564.000000
546071.000000,4053986.000000,50560.000000
546069.000000,4053986.000000,50554.000000
546066.000000,4053986.000000,50561.000000
546063.000000,4053986.000000,50561.000000
546061.000000,4053987.000000,50571.000000
546058.000000,4053987.000000,50572.000000
546056.000000,4053988.000000,50582.000000
546054.000000,4053988.000000,50593.000000
546052.000000,4053989.000000,50596.000000
546050.000000,4053990.000000,50593.000000
546047.000000,4053991.000000,50568.000000
546040.000000,4053992.000000,50536.000000
546037.000000,4053992.000000,50536.000000
546035.000000,4053993.000000,50547.000000
546032.000000,4053994.000000,50547.000000
546025.000000,4053994.000000,50559.000000
546022.000000,4053994.000000,50563.000000
546019.000000,4053994.000000,50563.000000
546017.000000,4053994.000000,50557.000000
546015.000000,4053995.000000,50562.000000
546012.000000,4053996.000000,50561.000000
546010.000000,4053996.000000,50561.000000
546008.000000,4053997.000000,50566.000000
546005.000000,4053998.000000,50564.000000
546003.000000,4053998.000000,50557.000000
546000.000000,4053998.000000,50554.000000
545998.000000,4053998.000000,50560.000000
545995.000000,4053998.000000,50551.000000
545992.000000,4053998.000000,50543.000000
545990.000000,4053998.000000,50552.000000
545987.000000,4053999.000000,50548.000000
545985.000000,4053999.000000,50558.000000
545983.000000,4054000.000000,50554.000000
545980.000000,4054000.000000,50555.000000
545978.000000,4054000.000000,50556.000000
545975.000000,4054000.000000,50560.000000
545972.000000,4054000.000000,50558.000000
545970.000000,4054000.000000,50542.000000
545968.000000,4054000.000000,50554.000000
545965.000000,4054000.000000,50555.000000
545963.000000,4054001.000000,50555.000000
545961.000000,4054001.000000,50552.000000
545958.000000,4054001.000000,50552.000000
545956.000000,4054001.000000,50551.000000
545953.000000,4054001.000000,50550.000000
545951.000000,4054002.000000,50549.000000
545948.000000,4054001.000000,50551.000000
545946.000000,4054000.000000,50554.000000
545943.000000,4054001.000000,50556.000000
545941.000000,4054001.000000,50558.000000
545939.000000,4054002.000000,50558.000000
545936.000000,4054003.000000,50554.000000
545934.000000,4054002.000000,50553.000000
545931.000000,4054002.000000,50553.000000
545929.000000,4054002.000000,50554.000000
545927.000000,4054002.000000,50552.000000
545924.000000,4054001.000000,50548.000000
545922.000000,4054000.000000,50548.000000
545920.000000,4053999.000000,50550.000000
545918.000000,4053998.000000,50553.000000
545915.000000,4053997.000000,50555.000000
545913.000000,4053996.000000,50562.000000
545911.000000,4053996.000000,50556.000000
545908.000000,4053995.000000,50553.000000
545906.000000,4053995.000000,50549.000000
545903.000000,4053995.000000,50555.000000
545901.000000,4053994.000000,50558.000000
545899.000000,4053992.000000,50556.000000
545897.000000,4053992.000000,50553.000000
545894.000000,4053992.000000,50557.000000
545892.000000,4053991.000000,50548.000000
545890.000000,4053990.000000,50550.000000
545887.000000,4053989.000000,50550.000000
545885.000000,4053989.000000,50547.000000
545883.000000,4053988.000000,50557.000000
545880.000000,4053987.000000,50560.000000
545878.000000,4053987.000000,50560.000000
545875.000000,4053987.000000,50560.000000
545873.000000,4053987.000000,50553.000000
545870.000000,4053987.000000,50545.000000
545868.000000,4053986.000000,50542.000000
545866.000000,4053985.000000,50546.000000
545863.000000,4053985.000000,50552.000000
545860.000000,4053986.000000,50556.000000
545855.000000,4053985.000000,50555.000000
545853.000000,4053985.000000,50554.000000
545851.000000,4053985.000000,50559.000000
545848.000000,4053985.000000,50562.000000
545845.000000,4053985.000000,50563.000000
545843.000000,4053985.000000,50554.000000
545841.000000,4053986.000000,50546.000000
545838.000000,4053986.000000,50556.000000
545836.000000,4053986.000000,50550.000000
545833.000000,4053986.000000,50550.000000
545831.000000,4053986.000000,50547.000000
545828.000000,4053987.000000,50554.000000
545826.000000,4053987.000000,50543.000000
545824.000000,4053988.000000,50570.000000
545821.000000,4053988.000000,50560.000000
545819.000000,4053988.000000,50558.000000
545816.000000,4053987.000000,50552.000000
545814.000000,4053987.000000,50552.000000
545811.000000,4053987.000000,50548.000000
545809.000000,4053987.000000,50552.000000
545807.000000,4053987.000000,50550.000000
545804.000000,4053987.000000,50551.000000
545802.000000,4053988.000000,50553.000000
545799.000000,4053988.000000,50550.000000
545797.000000,4053988.000000,50553.000000
545794.000000,4053988.000000,50553.000000
545792.000000,4053989.000000,50550.000000
545790.000000,4053990.000000,50546.000000
545787.000000,4053990.000000,50551.000000
545785.000000,4053989.000000,50552.000000
545782.000000,4053989.000000,50546.000000
545780.000000,4053990.000000,50552.000000
545778.000000,4053990.000000,50556.000000
545776.000000,4053991.000000,50548.000000
545774.000000,4053991.000000,50532.000000
545771.000000,4053991.000000,50543.000000
545769.000000,4053991.000000,50542.000000
545766.000000,4053991.000000,50538.000000
545765.000000,4053990.000000,50542.000000
545755.000000,4053991.000000,50553.000000
545752.000000,4053991.000000,50543.000000
545750.000000,4053991.000000,50552.000000
545747.000000,4053991.000000,50541.000000
545745.000000,4053991.000000,50549.000000
545742.000000,4053990.000000,50550.000000
545739.000000,4053990.000000,50551.000000
545736.000000,4053989.000000,50561.000000
545734.000000,4053989.000000,50556.000000
545732.000000,4053989.000000,50563.000000
545729.000000,4053989.000000,50563.000000
545727.000000,4053990.000000,50545.000000
545724.000000,4053990.000000,50550.000000
545722.000000,4053989.000000,50554.000000
545719.000000,4053989.000000,50549.000000
545717.000000,4053989.000000,50551.000000
545714.000000,4053990.000000,50543.000000
545713.000000,4053990.000000,50546.000000
545712.000000,4053991.000000,50547.000000
545705.000000,4053991.000000,50540.000000
545703.000000,4053991.000000,50539.000000
545701.000000,4053992.000000,50545.000000
545699.000000,4053993.000000,50545.000000
545698.000000,4053993.000000,50545.000000
545687.000000,4053995.000000,50544.000000
545684.000000,4053996.000000,50549.000000
545681.000000,4053997.000000,50547.000000
545679.000000,4053998.000000,50540.000000
545676.000000,4053998.000000,50545.000000
545674.000000,4053998.000000,50549.000000
545672.000000,4053998.000000,50546.000000
545669.000000,4053998.000000,50545.000000
545667.000000,4053999.000000,50553.000000
545664.000000,4053999.000000,50538.000000
545661.000000,4053999.000000,50536.000000
545659.000000,4053999.000000,50532.000000
545656.000000,4054000.000000,50522.000000
545654.000000,4054000.000000,50529.000000
545651.000000,4054000.000000,50529.000000
545649.000000,4054000.000000,50523.000000
545647.000000,4054000.000000,50524.000000
545644.000000,4054000.000000,50518.000000
545642.000000,4054001.000000,50515.000000
545640.000000,4054001.000000,50531.000000
545637.000000,4054001.000000,50541.000000
545635.000000,4054002.000000,50538.000000
545632.000000,4054002.000000,50538.000000
545630.000000,4054003.000000,50539.000000
545627.000000,4054002.000000,50540.000000
545625.000000,4054002.000000,50538.000000
545622.000000,4054002.000000,50538.000000
545620.000000,4054002.000000,50540.000000
545618.000000,4054002.000000,50534.000000
545615.000000,4054002.000000,50534.000000
545613.000000,4054002.000000,50533.000000
545611.000000,4054002.000000,50540.000000
545608.000000,4054002.000000,50540.000000
545606.000000,4054002.000000,50537.000000
545604.000000,4054000.000000,50544.000000
545602.000000,4054000.000000,50541.000000
545599.000000,4053999.000000,50524.000000
545597.000000,4053998.000000,50541.000000
545595.000000,4053998.000000,50546.000000
545594.000000,4053997.000000,50533.000000
545594.000000,4053996.000000,50543.000000
545594.000000,4053996.000000,50543.000000
545594.000000,4053996.000000,50543.000000
545594.000000,4053996.000000,50543.000000
545594.000000,4053996.000000,50535.000000
545594.000000,4053994.000000,50534.000000
545594.000000,4053992.000000,50543.000000
545595.000000,4053989.000000,50543.000000
545595.000000,4053987.000000,50539.000000
545595.000000,4053985.000000,50554.000000
545596.000000,4053983.000000,50553.000000
545596.000000,4053980.000000,50552.000000
545596.000000,4053978.000000,50544.000000
545596.000000,4053974.000000,50541.000000
545596.000000,4053972.000000,50542.000000
545596.000000,4053971.000000,50554.000000
545597.000000,4053967.000000,50545.000000
545598.000000,4053966.000000,50545.000000
545598.000000,4053962.000000,50553.000000
545598.000000,4053961.000000,50550.000000
545599.000000,4053959.000000,50547.000000
545600.000000,4053955.000000,50549.000000
545600.000000,4053952.000000,50549.000000
545600.000000,4053950.000000,50552.000000
545600.000000,4053949.000000,50552.000000
545601.000000,4053946.000000,50552.000000
545601.000000,4053942.000000,50558.000000
545601.000000,4053941.000000,50557.000000
545602.000000,4053937.000000,50557.000000
545602.000000,4053936.000000,50553.000000
545602.000000,4053934.000000,50553.000000
545604.000000,4053930.000000,50554.000000
545604.000000,4053929.000000,50561.000000
545605.000000,4053925.000000,50560.000000
545605.000000,4053924.000000,50556.000000
545605.000000,4053921.000000,50550.000000
545605.000000,4053918.000000,50551.000000
545606.000000,4053917.000000,50554.000000
545606.000000,4053913.000000,50558.000000
545606.000000,4053911.000000,50560.000000
545606.000000,4053908.000000,50558.000000
545607.000000,4053906.000000,50555.000000
545608.000000,4053903.000000,50559.000000
545607.000000,4053901.000000,50558.000000
545608.000000,4053898.000000,50564.000000
545609.000000,4053896.000000,50563.000000
545609.000000,4053895.000000,50566.000000
545610.000000,4053891.000000,50562.000000
545611.000000,4053889.000000,50563.000000
545611.000000,4053888.000000,50569.000000
545612.000000,4053884.000000,50561.000000
545612.000000,4053883.000000,50548.000000
545613.000000,4053880.000000,50547.000000
545613.000000,4053876.000000,50551.000000
545613.000000,4053875.000000,50550.000000
545612.000000,4053871.000000,50551.000000
545612.000000,4053870.000000,50555.000000
545612.000000,4053866.000000,50560.000000
545612.000000,4053863.000000,50565.000000
545612.000000,4053862.000000,50560.000000
545612.000000,4053858.000000,50568.000000
545612.000000,4053857.000000,50565.000000
545611.000000,4053855.000000,50558.000000
545611.000000,4053852.000000,50559.000000
545611.000000,4053850.000000,50566.000000
545351.000000,4053849.000000,50560.000000
545351.000000,4053852.000000,50556.000000
545350.000000,4053854.000000,50555.000000
545350.000000,4053857.000000,50558.000000
545350.000000,4053859.000000,50557.000000
545351.000000,4053861.000000,50559.000000
545352.000000,4053864.000000,50554.000000
545352.000000,4053866.000000,50556.000000
545352.000000,4053869.000000,50559.000000
545352.000000,4053871.000000,50562.000000
545351.000000,4053874.000000,50554.000000
545352.000000,4053877.000000,50561.000000
545353.000000,4053880.000000,50550.000000
545353.000000,4053882.000000,50547.000000
545353.000000,4053884.000000,50544.000000
545353.000000,4053887.000000,50497.000000
545353.000000,4053889.000000,50659.000000
545353.000000,4053893.000000,50561.000000
545353.000000,4053894.000000,50560.000000
545353.000000,4053897.000000,50556.000000
545353.000000,4053899.000000,50557.000000
545354.000000,4053902.000000,50562.000000
545354.000000,4053904.000000,50545.000000
545353.000000,4053906.000000,50559.000000
545354.000000,4053913.000000,50553.000000
545353.000000,4053915.000000,50551.000000
545352.000000,4053917.000000,50554.000000
545352.000000,4053920.000000,50554.000000
545352.000000,4053923.000000,50556.000000
545351.000000,4053925.000000,50547.000000
545351.000000,4053928.000000,50552.000000
545351.000000,4053930.000000,50554.000000
545351.000000,4053933.000000,50548.000000
545350.000000,4053935.000000,50548.000000
545350.000000,4053938.000000,50549.000000
545350.000000,4053940.000000,50545.000000
545351.000000,4053943.000000,50551.000000
545351.000000,4053945.000000,50551.000000
545351.000000,4053948.000000,50545.000000
545351.000000,4053950.000000,50549.000000
545351.000000,4053953.000000,50550.000000
545351.000000,4053956.000000,50553.000000
545350.000000,4053958.000000,50560.000000
545350.000000,4053962.000000,50563.000000
545350.000000,4053963.000000,50549.000000
545351.000000,4053967.000000,50545.000000
545351.000000,4053968.000000,50551.000000
545352.000000,4053971.000000,50557.000000
545352.000000,4053974.000000,50553.000000
545352.000000,4053976.000000,50560.000000
545351.000000,4053979.000000,50552.000000
545351.000000,4053981.000000,50557.000000
545351.000000,4053984.000000,50565.000000
545351.000000,4053987.000000,50558.000000
545351.000000,4053989.000000,50547.000000
545352.000000,4053992.000000,50555.000000
545351.000000,4053994.000000,50549.000000
545351.000000,4053997.000000,50555.000000
545351.000000,4054000.000000,50553.000000
545351.000000,4054002.000000,50535.000000
545352.000000,4054004.000000,50546.000000
545352.000000,4054007.000000,50542.000000
545353.000000,4054009.000000,50547.000000
545353.000000,4054012.000000,50545.000000
545352.000000,4054014.000000,50547.000000
545352.000000,4054017.000000,50551.000000
545352.000000,4054020.000000,50541.000000
545352.000000,4054022.000000,50538.000000
545351.000000,4054025.000000,50546.000000
545351.000000,4054027.000000,50544.000000
545350.000000,4054030.000000,50549.000000
545349.000000,4054032.000000,50546.000000
545349.000000,4054035.000000,50551.000000
545350.000000,4054037.000000,50553.000000
545350.000000,4054040.000000,50553.000000
545349.000000,4054042.000000,50552.000000
545349.000000,4054045.000000,50535.000000
545349.000000,4054047.000000,50541.000000
545349.000000,4054050.000000,50542.000000
545348.000000,4054052.000000,50548.000000
545348.000000,4054055.000000,50548.000000
545348.000000,4054057.000000,50556.000000
545349.000000,4054060.000000,50545.000000
545349.000000,4054062.000000,50544.000000
545349.000000,4054065.000000,50545.000000
545349.000000,4054067.000000,50544.000000
545349.000000,4054070.000000,50539.000000
545349.000000,4054072.000000,50531.000000
545348.000000,4054075.000000,50542.000000
545349.000000,4054077.000000,50555.000000
545348.000000,4054080.000000,50545.000000
545349.000000,4054084.000000,50548.000000
545349.000000,4054085.000000,50546.000000
545349.000000,4054087.000000,50540.000000
545349.000000,4054090.000000,50542.000000
545349.000000,4054092.000000,50537.000000
545349.000000,4054095.000000,50540.000000
545348.000000,4054097.000000,50548.000000
545348.000000,4054099.000000,50547.000000
545347.000000,4054102.000000,50540.000000
545347.000000,4054104.000000,50536.000000
545347.000000,4054107.000000,50541.000000
545347.000000,4054109.000000,50540.000000
545347.000000,4054112.000000,50537.000000
545347.000000,4054114.000000,50535.000000
545347.000000,4054117.000000,50537.000000
545347.000000,4054120.000000,50538.000000
545348.000000,4054121.000000,50531.000000
545348.000000,4054124.000000,50532.000000
545348.000000,4054126.000000,50530.000000
545349.000000,4054129.000000,50528.000000
545350.000000,4054131.000000,50530.000000
545350.000000,4054134.000000,50527.000000
545350.000000,4054137.000000,50529.000000
545350.000000,4054139.000000,50539.000000
545350.000000,4054142.000000,50535.000000
545350.000000,4054145.000000,50533.000000
545349.000000,4054147.000000,50540.000000
545349.000000,4054150.000000,50539.000000
545350.000000,4054152.000000,50534.000000
545350.000000,4054155.000000,50540.000000
545349.000000,4054158.000000,50544.000000
545349.000000,4054160.000000,50539.000000
545349.000000,4054163.000000,50538.000000
545349.000000,4054166.000000,50540.000000
545349.000000,4054168.000000,50540.000000
545350.000000,4054170.000000,50536.000000
545350.000000,4054173.000000,50534.000000
545349.000000,4054175.000000,50532.000000
545349.000000,4054178.000000,50529.000000
545349.000000,4054180.000000,50529.000000
545349.000000,4054183.000000,50530.000000
545349.000000,4054185.000000,50544.000000
545349.000000,4054188.000000,50538.000000
545349.000000,4054190.000000,50538.000000
545349.000000,4054193.000000,50548.000000
545349.000000,4054197.000000,50538.000000
545348.000000,4054198.000000,50534.000000
545347.000000,4054200.000000,50536.000000
545347.000000,4054203.000000,50537.000000
545347.000000,4054205.000000,50540.000000
545348.000000,4054208.000000,50537.000000
545348.000000,4054210.000000,50545.000000
545348.000000,4054212.000000,50536.000000
545348.000000,4054214.000000,50525.000000
545348.000000,4054217.000000,50522.000000
545347.000000,4054219.000000,50520.000000
